PRODUCT_NAME,DESCRIPTION,DESCRIPTION - Detail 1,DESCRIPTION - Detail 2,DESCRIPTION - Detail 3,STANDARD_COST,LIST_PRICE,QUANTITY,WAREHOUSE_NAME,,ADDRESS,,CITY,STATE,COUNTRY_NAME
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,602.4,680.99,64,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,602.4,680.99,30,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,546.05,677.99,188,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,546.05,677.99,170,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,546.05,677.99,220,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,546.05,677.99,276,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,546.05,677.99,226,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Kingston,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,556.84,671.38,142,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Kingston,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,556.84,671.38,124,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Kingston,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,556.84,671.38,177,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Kingston,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,556.84,671.38,227,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Kingston,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,556.84,671.38,177,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,537.63,659.99,41,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,537.63,659.99,29,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,537.63,659.99,113,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,537.63,659.99,89,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,537.63,659.99,65,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,566.98,653.5,142,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,566.98,653.5,124,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,566.98,653.5,176,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,566.98,653.5,227,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,566.98,653.5,177,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
G.Skill Trident X,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,507.32,649.99,142,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
G.Skill Trident X,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,507.32,649.99,125,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
G.Skill Trident X,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,507.32,649.99,177,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
G.Skill Trident X,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,507.32,649.99,228,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Trident X,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB,507.32,649.99,178,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Corsair Vengeance LPX,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,571.7,645.99,7,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Corsair Vengeance LPX,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,571.7,645.99,6,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Corsair Vengeance LPX,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,571.7,645.99,107,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Corsair Vengeance LPX,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,571.7,645.99,74,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Corsair Vengeance LPX,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,571.7,645.99,38,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,499.09,645.99,31,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,499.09,645.99,16,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,499.09,645.99,191,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,499.09,645.99,107,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,499.09,645.99,66,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
G.Skill Ripjaws V Series,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,452.54,645.2,7,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
G.Skill Ripjaws V Series,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,452.54,645.2,6,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
G.Skill Ripjaws V Series,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,452.54,645.2,107,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,452.54,645.2,74,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,452.54,645.2,38,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,474.18,644,21,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,474.18,644,6,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,474.18,644,178,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,474.18,644,97,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Kingston,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB,474.18,644,53,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB,510.93,640.99,26,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB,510.93,640.99,12,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB,510.93,640.99,184,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB,510.93,640.99,103,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
G.Skill Ripjaws V Series,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB,510.93,640.99,59,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Kingston HyperX Predator,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,471.78,635.99,18,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Kingston HyperX Predator,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,471.78,635.99,3,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Kingston HyperX Predator,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,471.78,635.99,173,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Kingston HyperX Predator,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,471.78,635.99,95,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Kingston HyperX Predator,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,471.78,635.99,51,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:2TB,47.93,66.89,39,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:2TB,47.93,66.89,115,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:2TB,47.93,66.89,74,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:2TB,47.93,66.89,62,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Seagate ST2000DM006,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:2TB,47.93,66.89,50,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:250GB,87.98,104.88,39,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:250GB,87.98,104.88,115,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:250GB,87.98,104.88,74,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:250GB,87.98,104.88,62,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Samsung MZ-75E250B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:250GB,87.98,104.88,51,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:500GB,157.81,178.09,39,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:500GB,157.81,178.09,115,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:500GB,157.81,178.09,74,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:500GB,157.81,178.09,63,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Samsung MZ-75E500B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:500GB,157.81,178.09,51,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",Series:SSD PLUS,Type:SSD,Capacity:240GB,61.1,83.88,46,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",Series:SSD PLUS,Type:SSD,Capacity:240GB,61.1,83.88,81,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",Series:SSD PLUS,Type:SSD,Capacity:240GB,61.1,83.88,84,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",Series:SSD PLUS,Type:SSD,Capacity:240GB,61.1,83.88,71,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
SanDisk SDSSDA-240G-G26,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",Series:SSD PLUS,Type:SSD,Capacity:240GB,61.1,83.88,58,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:250GB,92.98,127.88,54,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:250GB,92.98,127.88,89,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:250GB,92.98,127.88,43,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:250GB,92.98,127.88,29,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Samsung MZ-V6E250,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:250GB,92.98,127.88,17,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Kingston SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",Series:A400,Type:SSD,Capacity:120GB,40.63,54.99,294,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Kingston SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",Series:A400,Type:SSD,Capacity:120GB,40.63,54.99,268,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Kingston SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",Series:A400,Type:SSD,Capacity:120GB,40.63,54.99,353,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Kingston SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",Series:A400,Type:SSD,Capacity:120GB,40.63,54.99,220,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Kingston SA400S37/120G,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",Series:A400,Type:SSD,Capacity:120GB,40.63,54.99,320,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:1TB,260.23,339.99,189,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:1TB,260.23,339.99,176,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:1TB,260.23,339.99,267,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:1TB,260.23,339.99,216,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Samsung MZ-75E1T0B/AM,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",Series:850 EVO-Series,Type:SSD,Capacity:1TB,260.23,339.99,202,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:500GB,209.62,234,189,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:500GB,209.62,234,177,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:500GB,209.62,234,267,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:500GB,209.62,234,216,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Samsung MZ-V6E500,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",Series:960 EVO,Type:SSD,Capacity:500GB,209.62,234,203,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:3TB,61.63,83.61,38,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:3TB,61.63,83.61,114,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:3TB,61.63,83.61,73,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:3TB,61.63,83.61,62,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Seagate ST3000DM008,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",Series:Barracuda,Type:7200RPM,Capacity:3TB,61.63,83.61,50,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Western Digital WDS250G1B0A,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",Series:Blue,Type:SSD,Capacity:250GB,72.54,89.89,39,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Western Digital WDS250G1B0A,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",Series:Blue,Type:SSD,Capacity:250GB,72.54,89.89,114,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
